chrom_ncbi chrom start start_phase end end_phase strand gene_id gene_name transcription_start transcription_end
NT_167248.2 chr6_GL000255v2_alt 2369379 2 2370554 0 - 29113 C6orf15 2369221 2370554
NC_000003.12 chr3 111999422 0 112013551 1 + 29114 TAGLN3 111998738 112013888
NC_000017.11 chr17 75667372 0 75706521 2 + 29115 SAP30BP 75667115 75708062
NC_000006.12 chr6 16129322 0 16146751 0 + 29116 MYLIP 16129085 16148248
NC_000016.10 chr16 50319210 2 50368774 0 - 29117 BRD7 50319017 50368966
NC_000011.10 chr11 125904517 0 125922881 2 + 29118 DDX25 125904365 125923110
NC_000010.11 chr10 65920329 0 67647513 0 - 29119 CTNNA3 65912517 67763610
NC_000003.12 chr3 51708983 0 51718112 2 + 2912 GRM2 51707032 51718616
NC_000012.12 chr12 9669734 0 9694874 1 + 29121 CLEC2D 9669707 9699555
NC_000003.12 chr3 46712245 0 46717824 0 - 29122 PRSS50 46712115 46717883
NC_000016.10 chr16 89268477 0 89317019 0 - 29123 ANKRD11 89267618 89490574
NC_000019.10 chr19 39602568 0 39607339 0 + 29124 LGALS13 39602358 39607474
NC_000011.10 chr11 2299455 0 2301861 0 - 29125 C11orf21 2296276 2301913
NC_000009.12 chr9 5456113 0 5467862 2 + 29126 CD274 5450380 5470567
NC_000012.12 chr12 49990267 1 50016715 0 - 29127 RACGAP1 49989161 50033136
NC_000019.10 chr19 4910846 0 4960803 0 + 29128 UHRF1 4903079 4962154
NC_000007.14 chr7 86765145 0 86864355 2 + 2913 GRM3 86643913 86864879
NC_000006.12 chr6 34022820 2 34155390 0 - 2914 GRM4 34018642 34155622
NC_000011.10 chr11 88508591 1 89047872 0 - 2915 GRM5 88504575 89065961
NC_000005.10 chr5 178981656 0 178994944 0 - 2916 GRM6 178978326 178995123
NC_000003.12 chr3 6861388 0 7740406 2 + 2917 GRM7 6861096 7741531
NC_000007.14 chr7 126439118 2 127243204 0 - 2918 GRM8 126438597 127253294
NC_000004.12 chr4 73869470 0 73870536 1 + 2919 CXCL1 73869391 73871302
NC_000023.11 chrX 119468515 0 119471058 2 + 292 SLC25A5 119468399 119471396
NC_000004.12 chr4 74097755 1 74099120 0 - 2920 CXCL2 74097034 74099280
NC_000004.12 chr4 74037261 1 74038611 0 - 2921 CXCL3 74036588 74038773
NC_000018.10 chr18 59220265 0 59230468 2 + 2922 GRP 59219117 59230771
NC_000015.10 chr15 43746539 0 43771218 0 + 2923 PDIA3 43746391 43772606
NC_000023.11 chrX 16123953 0 16152645 0 + 2925 GRPR 16123300 16153518
NC_000004.12 chr4 70824318 2 70839827 0 - 2926 GRSF1 70815781 70843274
NC_000022.11 chr22 19148990 0 19150283 0 - 2928 GSC2 19148990 19150283
NC_000023.11 chrX 1386601 2 1392009 0 - 293 SLC25A6 1386151 1392146
NC_000024.10 chrY 1386601 2 1392009 0 - 293 SLC25A6 1386151 1392146
NC_000019.10 chr19 42230793 2 42242465 0 - 2931 GSK3A 42230185 42242584
NC_000003.12 chr3 119826787 2 120093434 0 - 2932 GSK3B 119821320 120094417
NC_000009.12 chr9 121282451 0 121332603 2 + 2934 GSN 121210802 121332844
NC_000016.10 chr16 11873118 2 11915720 0 - 2935 GSPT1 11868127 11916662
NC_000008.11 chr8 30679519 0 30727835 0 - 2936 GSR 30678060 30727969
NC_000020.11 chr20 34928827 1 34951852 0 - 2937 GSS 34928432 34955992
NC_000006.12 chr6 52791857 0 52799267 0 - 2938 GSTA1 52791379 52803866
NC_000006.12 chr6 52750576 0 52757947 0 - 2939 GSTA2 52750086 52763563
NC_000006.12 chr6 52896805 0 52905834 0 - 2940 GSTA3 52896638 52909798
NC_000006.12 chr6 52978469 0 52994243 0 - 2941 GSTA4 52977947 52995380
NC_000001.11 chr1 109687873 0 109693295 0 + 2944 GSTM1 109687795 109693745
NC_000001.11 chr1 109668115 0 109681817 0 + 2946 GSTM2 109668021 109683997
NC_000001.11 chr1 109737070 0 109740287 0 - 2947 GSTM3 109733931 109741038
NC_000001.11 chr1 109656389 0 109665031 0 + 2948 GSTM4 109656075 109665501
NC_000001.11 chr1 109712312 0 109717426 0 + 2949 GSTM5 109711760 109718268
NC_000011.10 chr11 67583843 0 67586577 0 + 2950 GSTP1 67583594 67586653
NT_187633.1 chr22_KI270879v1_alt 270597 0 278406 0 - 2952 GSTT1 270307 278486
NT_187633.1 chr22_KI270879v1_alt 216563 0 219972 0 + 2953 GSTT2 216393 220281
NC_000014.9 chr14 77321168 0 77331195 1 + 2954 GSTZ1 77320886 77331597
NC_000002.12 chr2 47783233 0 47806860 1 + 2956 MSH6 47783081 47806953
NC_000014.9 chr14 81180222 0 81220518 0 - 2957 GTF2A1 81175451 81221231
NC_000015.10 chr15 59639131 2 59652277 0 - 2958 GTF2A2 59638061 59657539
NC_000001.11 chr1 88853212 2 88891499 0 - 2959 GTF2B 88852637 88891944
NC_000003.12 chr3 120750552 0 120781470 2 + 2960 GTF2E1 120742710 120783070
NC_000008.11 chr8 30578920 0 30653598 0 - 2961 GTF2E2 30578513 30658241
NC_000019.10 chr19 6380280 1 6392995 0 - 2962 GTF2F1 6379568 6393280
NC_000013.11 chr13 45120655 0 45283561 0 + 2963 GTF2F2 45120463 45284889
NC_000011.10 chr11 18333074 0 18365869 0 + 2965 GTF2H1 18322268 18367043
NC_000005.10 chr5 71035676 0 71062763 0 - 2966 GTF2H2 71035123 71067670
NT_187651.1 chr5_KI270897v1_alt 584062 0 611141 0 - 2966 GTF2H2 583509 616049
NC_000012.12 chr12 123633859 0 123660235 1 + 2967 GTF2H3 123633738 123662604
NC_000006.12 chr6 30909036 0 30913983 2 + 2968 GTF2H4 30908199 30914103
NT_113891.3 chr6_GL000251v2_alt 2388782 0 2393729 2 + 2968 GTF2H4 2387945 2393849
NT_167245.2 chr6_GL000252v2_alt 2165340 0 2170287 2 + 2968 GTF2H4 2164503 2170407
NT_167246.2 chr6_GL000253v2_alt 2219272 0 2224219 2 + 2968 GTF2H4 2218435 2224339
NT_167247.2 chr6_GL000254v2_alt 2253183 0 2258130 2 + 2968 GTF2H4 2252346 2258250
NT_167248.2 chr6_GL000255v2_alt 2164202 0 2169149 2 + 2968 GTF2H4 2163365 2169269
NC_000007.14 chr7 74689128 0 74758838 2 + 2969 GTF2I 74657664 74760692
NC_000013.11 chr13 27424737 0 27435597 0 + 2971 GTF3A 27424543 27435709
NC_000014.9 chr14 105210550 2 105300629 0 - 2972 BRF1 105209285 105315577
NC_000016.10 chr16 27461349 0 27549890 0 - 2975 GTF3C1 27460612 27549930
NC_000002.12 chr2 27326674 0 27343554 0 - 2976 GTF3C2 27325848 27357034
NC_000010.11 chr10 96191972 0 96271398 0 - 29760 BLNK 96191698 96271576
NC_000021.9 chr21 15730393 0 15878475 2 + 29761 USP25 15729946 15880072
NC_000011.10 chr11 47177930 2 47182727 0 - 29763 PACSIN3 47177521 47186459
NC_000001.11 chr1 151170080 2 151174875 0 - 29765 TMOD4 151169985 151176304
NC_000015.10 chr15 51862884 0 51908810 2 + 29766 TMOD3 51829627 51912138
NC_000015.10 chr15 51766441 0 51808454 2 + 29767 TMOD2 51751560 51816363
NC_000011.10 chr11 106687548 1 107018055 0 - 2977 GUCY1A2 106674011 107018445
NC_000022.11 chr22 37491158 1 37519200 0 - 29775 CARD10 37490361 37519203
NC_000006.12 chr6 26596982 0 26598645 0 + 29777 ABT1 26596942 26600050
NC_000006.12 chr6 42173613 0 42179403 2 + 2978 GUCA1A 42155385 42180056
NC_000022.11 chr22 43999340 0 44168678 2 + 29780 PARVB 43999210 44169233
NC_000022.11 chr22 50508337 0 50523375 0 + 29781 NCAPH2 50508214 50524780
NC_000019.10 chr19 41193264 0 41206488 2 + 29785 CYP2S1 41193206 41207539
NC_000002.12 chr2 174075425 0 174246815 0 - 29789 OLA1 174072446 174248637
NC_000006.12 chr6 42184814 2 42194820 0 - 2979 GUCA1B 42183283 42206551
NC_000022.11 chr22 29767398 0 29769719 0 + 29796 UQCR10 29767368 29770413
NC_000002.12 chr2 131751557 0 131767202 2 + 29798 C2orf27A 131722490 131767404
NT_187528.1 chr2_KI270768v1_alt 54521 0 71088 2 + 29798 C2orf27A 25454 71290
NC_000022.11 chr22 21701128 0 21710744 0 - 29799 YPEL1 21697535 21735834
NC_000001.11 chr1 42162905 2 42164712 0 - 2980 GUCA2A 42162690 42164724
NC_000016.10 chr16 67394665 0 67407775 0 - 29800 ZDHHC1 67394418 67416436
NC_000022.11 chr22 20131947 0 20147231 1 + 29801 ZDHHC8 20131840 20148007
NC_000022.11 chr22 23752875 2 23754363 0 - 29802 VPREB3 23752742 23754443
NC_000007.14 chr7 150369711 0 150372945 0 + 29803 REPIN1 150368228 150374044
NC_000001.11 chr1 42153450 0 42155596 2 + 2981 GUCA2B 42153420 42155824
NC_000004.12 chr4 155696867 0 155730231 1 + 2982 GUCY1A3 155666567 155737062
NC_000004.12 chr4 155759140 0 155806409 0 + 2983 GUCY1B3 155758972 155807642
NC_000012.12 chr12 14613116 1 14696448 0 - 2984 GUCY2C 14612631 14696618
NC_000002.12 chr2 9951833 0 10000707 1 + 29841 GRHL1 9951662 10002284
NC_000002.12 chr2 121224340 2 121285109 0 - 29842 TFCP2L1 121216586 121285209
NC_000012.12 chr12 48045321 0 48101472 0 - 29843 SENP1 48042897 48106308
NC_000019.10 chr19 54107049 0 54115269 0 - 29844 TFPT 54107012 54115675
NW_003571054.1 chr19_GL949746v1_alt 81469 0 89762 0 - 29844 TFPT 81432 90168
NW_003571055.2 chr19_GL949747v2_alt 81469 0 89762 0 - 29844 TFPT 81432 90168
NW_003571056.2 chr19_GL949748v2_alt 81469 0 89762 0 - 29844 TFPT 81432 90168
NW_003571057.2 chr19_GL949749v2_alt 81469 0 89762 0 - 29844 TFPT 81432 90168
NW_003571058.2 chr19_GL949750v2_alt 81469 0 89762 0 - 29844 TFPT 81432 90168
NW_003571059.2 chr19_GL949751v2_alt 81469 0 89762 0 - 29844 TFPT 81432 90168
NW_003571060.1 chr19_GL949752v1_alt 81469 0 89762 0 - 29844 TFPT 81432 90168
NW_003571061.2 chr19_GL949753v2_alt 81469 0 89762 0 - 29844 TFPT 81432 90168
NT_187693.1 chr19_KI270938v1_alt 81469 0 89762 0 - 29844 TFPT 81432 90168
NC_000011.10 chr11 2404936 2 2423036 0 - 29850 TRPM5 2403951 2435017
NC_000002.12 chr2 203936814 0 203959599 2 + 29851 ICOS 203936730 203961579
NC_000016.10 chr16 4852917 0 4880132 2 + 29855 UBN1 4847445 4882401
NC_000023.11 chrX 109375898 1 109475936 0 - 2986 GUCY2F 109372016 109482056
NC_000001.11 chr1 228140302 0 228148852 2 + 2987 GUK1 228139642 228148955
NC_000013.11 chr13 36949941 2 36999300 0 - 29880 ALG5 36949769 36999367
NC_000007.14 chr7 44513446 2 44541259 0 - 29881 NPC1L1 44512534 44541330
NC_000009.12 chr9 137174941 0 137188532 0 - 29882 ANAPC2 137174783 137188605
NC_000008.11 chr8 17230719 0 17245152 0 - 29883 CNOT7 17226029 17246878
NC_000007.14 chr7 2255055 0 2314421 0 - 29886 SNX8 2251769 2314475
NC_000007.14 chr7 26346442 0 26372572 1 + 29887 SNX10 26291894 26374383
NC_000019.10 chr19 46720601 2 46746430 0 - 29888 STRN4 46719508 46746475
NC_000001.11 chr1 37566854 0 37595822 0 - 29889 GNL2 37566811 37595985
NC_000003.12 chr3 51391399 0 51394072 0 + 29890 RBM15B 51391267 51397908
NC_000017.11 chr17 42572967 0 42577686 0 - 29893 PSMC3IP 42572309 42577831
NC_000008.11 chr8 144393317 0 144409158 0 - 29894 CPSF1 144393230 144409400
NC_000016.10 chr16 30374857 0 30377900 0 + 29895 MYLPF 30374801 30377989
NC_000007.14 chr7 23505558 2 23531824 0 - 29896 TRA2A 23504779 23532041
NC_000001.11 chr1 108885522 0 108929940 0 + 29899 GPSM2 108875349 108930422
NC_000007.14 chr7 65960896 2 65982183 0 - 2990 GUSB 65960683 65982314
NC_000011.10 chr11 65041292 0 65044727 2 + 29901 SAC3D1 65040903 65044828
NC_000012.12 chr12 110468875 0 110490137 2 + 29902 FAM216A 110468426 110490387
NC_000019.10 chr19 55649046 0 55652746 2 + 29903 CCDC106 55647567 55653161
NC_000016.10 chr16 22225729 0 22283996 2 + 29904 EEF2K 22206270 22288745
NC_000018.10 chr18 46680041 1 46756508 0 - 29906 ST8SIA5 46679117 46757169
NC_000011.10 chr11 65027537 0 65039792 2 + 29907 SNX15 65027407 65040572
NC_000003.12 chr3 151198426 0 151199386 0 - 29909 GPR171 151197753 151203222
NC_000019.10 chr19 12763281 0 12775449 0 - 29911 HOOK2 12763002 12778484
NC_000001.11 chr1 11273531 0 11286131 2 + 29914 UBIAD1 11273197 11296595
NC_000012.12 chr12 104064560 0 104103273 0 + 29915 HCFC2 104064457 104106525
NC_000017.11 chr17 48112043 0 48121508 1 + 29916 SNX11 48107553 48122745
NC_000018.10 chr18 23503618 0 23531704 2 + 29919 C18orf8 23503469 23531807
NC_000003.12 chr3 148991640 0 149026991 1 + 2992 GYG1 148991407 149027669
NC_000001.11 chr1 225920454 1 225924110 0 - 29920 PYCR2 225919876 225924340
NC_000001.11 chr1 169132784 0 169367710 0 - 29922 NME7 169131997 169367963
NC_000007.14 chr7 128457268 0 128457460 0 + 29923 HILPDA 128455829 128458418
NC_000019.10 chr19 55677171 0 55695356 2 + 29924 EPN1 55675194 55695767
NC_000003.12 chr3 49721751 0 49723726 0 - 29925 GMPPB 49721475 49723974
NC_000002.12 chr2 219499975 0 219506798 2 + 29926 GMPPA 219498864 219506996
NC_000003.12 chr3 128052552 0 128069662 1 + 29927 SEC61A1 128052368 128071683
NC_000017.11 chr17 997142 0 1001088 2 + 29928 TIMM22 997116 1002167
NT_187613.1 chr17_KI270862v1_alt 36389 0 40335 2 + 29928 TIMM22 36363 41414
NT_187664.1 chr17_KI270910v1_alt 36389 0 40335 2 + 29928 TIMM22 36363 41414
NC_000001.11 chr1 63370977 0 63437020 0 + 29929 ALG6 63367589 63438562
NC_000004.12 chr4 144111393 2 144140635 0 - 2993 GYPA 144109302 144140752
NC_000005.10 chr5 141051470 0 141053927 0 + 29930 PCDHB1 141051375 141053962
NC_000014.9 chr14 105050993 2 105057173 0 - 29933 GPR132 105049388 105065550
NC_000023.11 chrX 71061015 1 71068306 0 - 29934 SNX12 71056739 71073426
NC_000023.11 chrX 96884310 0 96885096 0 + 29935 RPA4 96883907 96885467
NC_000001.11 chr1 212432943 0 212446006 0 + 29937 NENF 212432886 212446379
NC_000004.12 chr4 143996298 0 144019287 0 - 2994 GYPB 143995187 144019427
NC_000006.12 chr6 116399250 0 116437345 1 + 29940 DSE 116280119 116443475
NC_000009.12 chr9 128702915 0 128720606 0 + 29941 PKN3 128702498 128720920
NC_000008.11 chr8 30996592 0 31032782 0 - 29942 PURG 30995801 31033715
NC_000001.11 chr1 17205217 0 17244243 0 + 29943 PADI1 17205122 17246006
NW_011332688.1 na 47731 0 86757 0 + 29943 PADI1 47636 88520
NC_000023.11 chrX 153057055 0 153058544 0 + 29944 PNMA3 153056408 153060467
NC_000004.12 chr4 25377427 0 25418382 0 + 29945 ANAPC4 25377225 25418498
NC_000019.10 chr19 40441489 0 40442080 0 - 29946 SERTAD3 40440840 40444375
NC_000021.9 chr21 44246396 1 44261259 0 - 29947 DNMT3L 44246338 44267138
NC_000016.10 chr16 83957671 0 83966007 1 + 29948 OSGIN1 83953221 83966332
NC_000001.11 chr1 206798894 0 206842622 0 + 29949 IL19 206798869 206842981
NC_000002.12 chr2 126656263 0 126696142 2 + 2995 GYPC 126655934 126696675
NC_000019.10 chr19 40422835 0 40423546 0 - 29950 SERTAD1 40422500 40426025
NC_000012.12 chr12 41188455 0 41573890 0 + 29951 PDZRN4 41187849 41574745
NC_000009.12 chr9 137110647 1 137114713 0 - 29952 DPP7 137110539 137117980
NC_000012.12 chr12 72272778 0 72663195 0 + 29953 TRHDE 72272579 72665644
NC_000014.9 chr14 77277375 1 77320681 0 - 29954 POMT2 77274955 77320884
NC_000001.11 chr1 150966147 0 150969090 0 - 29956 CERS2 150965172 150975003
NC_000001.11 chr1 108136652 2 108200138 0 - 29957 SLC25A24 108134721 108200358
NC_000005.10 chr5 78998081 0 79069620 0 - 29958 DMGDH 78997563 79069674
NC_000002.12 chr2 27433273 0 27441812 0 + 29959 NRBP1 27428605 27442259
NC_000004.12 chr4 143876754 2 143905507 0 - 2996 GYPE 143870865 143905563
NC_000007.14 chr7 2235121 2 2242169 0 - 29960 FTSJ2 2234290 2242198
NC_000006.12 chr6 41783473 0 41787129 2 + 29964 PRICKLE4 41780761 41787372
NC_000016.10 chr16 4512571 1 4514130 0 - 29965 CDIP1 4510674 4538815
NT_187608.1 chr16_KI270855v1_alt 214894 1 216453 0 - 29965 CDIP1 212997 216989
NC_000014.9 chr14 30895410 2 31026185 0 - 29966 STRN3 30893778 31026528
NC_000008.11 chr8 104490672 0 104588897 0 - 29967 LRP12 104489230 104589024
NC_000009.12 chr9 78297210 0 78329086 1 + 29968 PSAT1 78297074 78330093
NC_000007.14 chr7 114922416 0 115015935 2 + 29969 MDFIC 114922153 115019916
NC_000019.10 chr19 48969287 0 48993112 0 - 2997 GYS1 48968124 48993353
NC_000003.12 chr3 159273820 0 159896774 1 + 29970 SCHIP1 159273246 159897366
NC_000010.11 chr10 50806728 2 50859940 0 - 29974 A1CF 50799408 50885675
NC_000023.11 chrX 56563873 0 56565748 0 + 29978 UBQLN2 56563592 56567010
NC_000009.12 chr9 83661786 0 83707679 0 - 29979 UBQLN1 83659962 83708253
NC_000012.12 chr12 21536953 0 21604592 0 - 2998 GYS2 21531526 21630773
NC_000021.9 chr21 33578306 0 33588641 0 - 29980 DONSON 33577550 33588708
NC_000010.11 chr10 63133415 0 63154218 0 + 29982 NRBF2 63133246 63155031
NC_000011.10 chr11 67056902 0 67071602 0 + 29984 RHOD 67056817 67072017
NC_000019.10 chr19 2732750 0 2737257 0 - 29985 SLC39A3 2732523 2740076
NC_000014.9 chr14 20999446 0 21001579 0 + 29986 SLC39A2 20999254 21001875
NC_000009.12 chr9 127397230 0 127407249 0 + 29988 SLC2A8 127397137 127407898
NC_000009.12 chr9 133205917 2 133209199 0 - 29989 OBP2B 133205278 133253397
NW_009646201.1 na 31863 2 35301 0 - 29989 OBP2B 31224 79519
NC_000014.9 chr14 24606602 0 24609613 0 - 2999 GZMH 24606479 24609774
NC_000007.14 chr7 100358302 0 100367377 2 + 29990 PILRB 100358002 100367831
NC_000009.12 chr9 135546180 0 135549330 2 + 29991 OBP2A 135546138 135549969
NC_000007.14 chr7 100373656 0 100399907 0 + 29992 PILRA 100373444 100400099
NC_000006.12 chr6 34526305 0 34532530 2 + 29993 PACSIN1 34466060 34536262
NC_000002.12 chr2 159320264 1 159478719 0 - 29994 BAZ2B 159315311 159712439
NC_000003.12 chr3 8501938 0 8567598 0 + 29995 LMCD1 8501806 8568125
NC_000019.10 chr19 47745559 0 47757005 1 + 29997 GLTSCR2 47745535 47757066
NC_000019.10 chr19 47673574 0 47702415 2 + 29998 GLTSCR1 47608195 47703277
NC_000007.14 chr7 127593853 0 127600399 2 + 29999 FSCN3 127593634 127601797
NC_000003.12 chr3 38123046 1 38137035 0 - 30 ACAA1 38122709 38137242
NC_000017.11 chr17 8003047 0 8016530 1 + 3000 GUCY2D 8002669 8020340
NC_000019.10 chr19 12701345 0 12720977 0 - 30000 TNPO2 12699193 12723996
NC_000014.9 chr14 52643569 1 52695481 0 - 30001 ERO1L 52639914 52695931
NC_000011.10 chr11 65866917 0 65872354 0 - 30008 EFEMP2 65866440 65872934
NC_000017.11 chr17 47733454 0 47745366 1 + 30009 TBX21 47733243 47746122
NC_000005.10 chr5 55102682 0 55110182 0 + 3001 GZMA 55102645 55110252
NC_000007.14 chr7 8435713 0 8751769 0 + 30010 NXPH1 8433954 8752963
NC_000023.11 chrX 19536416 0 19887310 0 - 30011 SH3KBP1 19533964 19887626
NC_000005.10 chr5 171309365 0 171311599 1 + 30012 TLX3 171309283 171312134
NC_000023.11 chrX 141583737 0 141584678 0 - 30014 SPANXA1 141583673 141584738
NC_000014.9 chr14 24631070 0 24634160 0 - 3002 GZMB 24630947 24634226
NC_000005.10 chr5 55024322 0 55033926 0 + 3003 GZMK 55024278 55034132
NC_000019.10 chr19 544071 0 549791 0 + 3004 GZMM 544033 549920
NC_000022.11 chr22 37805544 0 37806129 0 + 3005 H1F0 37805106 37807436
NC_000006.12 chr6 26055786 0 26056428 0 - 3006 HIST1H1C 26055739 26056471
NC_000002.12 chr2 189561877 2 189580460 0 - 30061 SLC40A1 189560589 189580811
NC_000018.10 chr18 59269003 0 59273206 0 - 30062 RAX 59267034 59273393
NC_000006.12 chr6 26234267 0 26234933 0 - 3007 HIST1H1D 26234211 26234988
NC_000006.12 chr6 26156390 0 26157050 0 + 3008 HIST1H1E 26156330 26157115
NC_000006.12 chr6 27866848 0 27867529 0 - 3009 HIST1H1B 27866791 27867581
NC_000009.12 chr9 73158535 0 73170107 0 + 301 ANXA1 73151730 73170393
NC_000006.12 chr6 26107469 0 26108093 0 - 3010 HIST1H1T 26107411 26108136
NC_000006.12 chr6 26216974 0 26217367 0 + 3012 HIST1H2AE 26216919 26217483
NC_000006.12 chr6 26198850 0 26199243 0 - 3013 HIST1H2AD 26198783 26199293
NC_000011.10 chr11 119094962 0 119095394 0 - 3014 H2AFX 119093873 119095467
NC_000004.12 chr4 99948461 2 99950170 0 - 3015 H2AFZ 99948086 99950355
NC_000006.12 chr6 26158169 0 26158550 0 + 3017 HIST1H2BD 26157842 26171349
NC_000006.12 chr6 26043276 0 26043657 0 - 3018 HIST1H2BB 26043226 26043657
NC_000015.10 chr15 60347629 0 60397913 0 - 302 ANXA2 60347150 60397986
NC_000001.11 chr1 226064351 0 226071479 0 + 3020 H3F3A 226062706 226072002
NC_000017.11 chr17 75778594 0 75779174 0 - 3021 H3F3B 75776433 75779935
NC_000006.12 chr6 26017084 0 26017732 0 - 3024 HIST1H1A 26017031 26017812
NC_000010.11 chr10 113553121 0 113588369 0 + 3026 HABP2 113550830 113589602
NC_000023.11 chrX 53431403 2 53434345 0 - 3028 HSD17B10 53431257 53434376
NC_000016.10 chr16 1809282 1 1826787 0 - 3029 HAGH 1809102 1827194
NC_000002.12 chr2 26191249 2 26244596 0 - 3030 HADHA 26190634 26244726
NC_000002.12 chr2 26254254 0 26289953 0 + 3032 HADHB 26244747 26290465
NC_000004.12 chr4 107989932 0 108034357 2 + 3033 HADH 107989713 108035175
NC_000012.12 chr12 95974231 0 95995910 0 - 3034 HAL 95972661 95996365
NC_000005.10 chr5 140674256 0 140691304 0 - 3035 HARS 140673903 140691727
NC_000019.10 chr19 51713426 1 51723933 0 - 3036 HAS1 51713111 51723992
NC_000008.11 chr8 121614108 0 121629340 0 - 3037 HAS2 121612115 121641390
NC_000016.10 chr16 69109395 0 69118462 0 + 3038 HAS3 69105563 69118719
NC_000016.10 chr16 176716 0 177411 0 + 3039 HBA1 176650 177522
NC_000016.10 chr16 172912 0 173600 0 + 3040 HBA2 172846 173710
NC_000016.10 chr16 165997 0 166708 0 + 3042 HBM 165973 166768
NC_000011.10 chr11 5225597 0 5227021 0 - 3043 HBB 5225465 5227071
NC_000011.10 chr11 5232963 0 5234433 0 - 3045 HBD 5232828 5234628
NC_000011.10 chr11 5268468 0 5269890 0 - 3046 HBE1 5268344 5281945
NC_000011.10 chr11 5248358 0 5249804 0 - 3047 HBG1 5248271 5249857
NC_000011.10 chr11 5253276 0 5254728 0 - 3048 HBG2 5253190 5254781
NC_000016.10 chr16 180486 0 181108 0 + 3049 HBQ1 180333 181179
NC_000016.10 chr16 152909 0 154400 0 + 3050 HBZ 142052 154505
NC_000023.11 chrX 11112060 0 11121810 1 + 3052 HCCS 11111285 11123086
NC_000022.11 chr22 20779312 0 20787066 0 + 3053 SERPIND1 20774094 20787720
NC_000023.11 chrX 153949346 1 153970840 0 - 3054 HCFC1 153947556 153971833
NC_000020.11 chr20 32052424 0 32101519 2 + 3055 HCK 32052187 32101856
NC_000003.12 chr3 121631845 2 121658347 0 - 3059 HCLS1 121631397 121660948
NC_000004.12 chr4 78554473 0 78610115 0 + 306 ANXA3 78551587 78610451
NC_000017.11 chr17 42184153 0 42185365 0 - 3060 HCRT 42184059 42185452
NC_000001.11 chr1 31619192 0 31626980 2 + 3061 HCRTR1 31617688 31632519
NC_000006.12 chr6 55174587 0 55282454 2 + 3062 HCRTR2 55174272 55282620
NC_000004.12 chr4 3074825 0 3240059 1 + 3064 HTT 3074509 3243960
NC_000001.11 chr1 32292169 0 32333044 1 + 3065 HDAC1 32292106 32333628
NC_000006.12 chr6 113941057 1 113970908 0 - 3066 HDAC2 113936155 113971195
NC_000015.10 chr15 50242259 0 50265623 0 - 3067 HDC 50241944 50266091
NC_000001.11 chr1 156743448 1 156752363 0 - 3068 HDGF 156742106 156752448
NC_000002.12 chr2 241229600 0 241267648 0 - 3069 HDLBP 241227266 241315700
NC_000002.12 chr2 69781565 0 69825515 0 + 307 ANXA4 69644099 69826464
NC_000010.11 chr10 94545921 0 94601622 2 + 3070 HELLS 94545766 94602099
NC_000012.12 chr12 54497789 0 54542685 0 + 3071 NCKAP1L 54497710 54543115
NC_000015.10 chr15 72344076 1 72375972 0 - 3073 HEXA 72343436 72376179
NC_000005.10 chr5 74685260 0 74721175 1 + 3074 HEXB 74640022 74721288
NC_000001.11 chr1 196652117 0 196747313 2 + 3075 CFH 196651877 196747504
NC_000006.12 chr6 26087440 0 26094411 2 + 3077 HFE 26087280 26096117
NC_000001.11 chr1 196819844 0 196831999 2 + 3078 CFHR1 196819730 196832189
NC_000004.12 chr4 121668467 0 121696589 0 - 308 ANXA5 121667996 121696992
NC_000001.11 chr1 196943880 0 196959080 2 + 3080 CFHR2 196943757 196959226
NC_000003.12 chr3 120628379 0 120682111 0 - 3081 HGD 120628167 120682571
NC_000021.9 chr21 31873674 0 31999184 2 + 30811 HUNK 31873314 32004064
NC_000016.10 chr16 981922 0 985386 2 + 30812 SOX8 981807 986979
